,Unnamed: 0,Plot,Subplot,Species,Light_ISF,Light_Cat,Core,Soil,Sterile,Conspecific,Myco,SoilMyco,AMF,EMF,Phenolics,Lignin,NSC,Census,Time,Event,Harvest,Season,Alive
1462,1462,10,4,2,0.06,1,2016,4,0,2,2,2,26.08,40.7,4.66,19.2,21.57,33,115.5,0.0,0,1,1
1463,1463,10,4,1,0.06,1,2016,5,1,1,1,3,5.7,35.295,-0.27,9.0,9.03,19,66.5,1.0,0,1,0
1464,1464,10,4,2,0.06,1,2017,3,0,2,2,1,13.12,29.89,4.37,18.71,23.35,33,115.5,0.0,0,1,1
1465,1465,10,2,4,0.072,1,2017,1,0,3,1,1,36.12,30.03875,0.42,5.29,7.32,33,115.5,0.0,0,2,1
1466,1466,16,2,1,0.105,2,2017,1,0,2,1,1,21.0,30.1875,-0.52,12.34,11.75,8,28.0,0.0,1,2,0
1467,1467,16,2,4,0.105,2,2017,2,0,2,1,2,25.0,30.33625,0.68,11.08,14.17,8,28.0,0.0,1,2,0
1468,1468,16,2,4,0.105,2,2016,6,0,2,1,1,22.0,30.485,0.79,10.57,14.78,8,28.0,0.0,1,2,0
1469,1469,16,2,4,0.105,2,2017,1,0,3,1,1,63.0,30.63375,0.46,5.16,8.64,8,28.0,0.0,1,2,0
1470,1470,16,2,4,0.105,2,2016,6,0,2,1,1,77.0,30.7825,0.85,4.54,8.38,8,28.0,0.0,1,2,0
1471,1471,10,2,1,0.072,1,2016,7,0,2,1,2,15.03,30.93125,0.03,13.72,12.34,17,59.5,1.0,0,2,0
1472,1472,17,1,2,0.095,2,2016,6,0,2,2,1,21.77,31.08,5.05,18.84,22.51,8,28.0,1.0,0,1,0
1473,1473,17,4,4,0.118,2,2017,2,0,2,1,2,65.0,28.21333333333333,1.28,8.91,11.89,8,28.0,0.0,1,2,0
1474,1474,17,2,4,0.111,2,2016,7,0,2,1,2,63.0,25.346666666666668,0.9,5.95,10.29,8,28.0,0.0,1,2,0
1475,1475,17,2,2,0.111,2,2017,6,0,2,2,1,23.12,22.48,5.11,18.4,22.88,8,28.0,1.0,0,1,0
1476,1476,10,2,3,0.072,1,2017,1,0,2,2,1,18.25,12.85,2.57,24.22,11.95,33,115.5,0.0,0,2,1
1477,1477,10,2,1,0.072,1,2017,3,0,2,1,1,18.01,15.254,-0.18,10.37,10.95,17,59.5,1.0,0,2,0
1478,1478,18,1,4,0.141,3,2017,2,0,2,1,2,6.0,17.658,1.29,5.66,10.68,8,28.0,0.0,1,2,0
1479,1479,18,3,4,0.14,3,2016,6,0,2,1,1,83.0,20.062,1.15,9.47,12.18,8,28.0,0.0,1,2,0
1480,1480,18,3,4,0.14,3,2017,2,0,2,1,2,80.0,22.466,1.29,8.73,12.19,8,28.0,0.0,1,2,0
1481,1481,10,4,3,0.06,1,2016,4,0,2,2,2,15.49,24.87,3.8,20.73,18.53,18,63.0,1.0,0,1,0
1482,1482,10,4,2,0.06,1,2017,6,0,2,2,1,20.14,22.73,4.74,18.34,22.05,33,115.5,0.0,0,1,1
1483,1483,18,3,4,0.14,3,2016,2,0,2,1,2,48.0,24.527,1.2,9.74,12.64,8,28.0,0.0,1,2,0
1484,1484,10,4,4,0.06,1,2017,5,1,1,1,3,12.79,26.324,0.28,5.18,8.17,33,115.5,0.0,0,2,1
1485,1485,18,3,4,0.14,3,2017,6,0,2,1,1,48.0,28.121,1.2,10.44,14.92,8,28.0,0.0,1,2,0
1486,1486,18,3,4,0.14,3,2017,7,0,2,1,2,20.97,29.918,1.03,8.87,12.26,8,28.0,0.0,1,2,0
1487,1487,18,1,4,0.141,3,2016,4,0,2,1,2,92.0,31.715000000000003,0.94,9.29,11.65,8,28.0,0.0,1,2,0
1488,1488,18,5,4,0.148,3,2016,4,0,2,1,2,77.0,33.512,1.07,6.63,10.18,8,28.0,0.0,1,2,0
1489,1489,18,3,4,0.14,3,2016,4,0,2,1,2,41.0,35.309,0.93,6.24,10.88,8,28.0,0.0,1,2,0
1490,1490,18,4,4,0.161,3,2017,5,1,1,1,3,15.04,37.106,0.09,9.34,12.14,8,28.0,1.0,0,2,0
1491,1491,18,2,4,0.138,3,2017,2,0,2,1,2,15.0,38.903000000000006,1.29,6.17,11.23,8,28.0,0.0,1,2,0
1492,1492,10,4,2,0.06,1,2016,4,0,2,2,2,26.08,40.7,4.66,19.2,21.57,33,115.5,0.0,0,1,1
1493,1493,18,2,4,0.138,3,2017,1,0,3,1,1,63.0,34.53,0.76,7.99,12.14,8,28.0,0.0,1,2,0
1494,1494,10,4,2,0.06,1,2017,2,0,2,2,2,15.17,28.36,4.74,23.67,16.12,33,115.5,0.0,0,1,1
1495,1495,10,4,2,0.06,1,2017,5,1,1,2,3,10.56,2.49,2.46,19.5,18.63,19,66.5,1.0,0,1,0
1496,1496,18,4,4,0.161,3,2017,6,0,2,1,1,53.0,5.575,1.2,10.75,14.03,8,28.0,0.0,1,2,0
1497,1497,4,1,3,0.078,2,2016,5,1,1,2,3,10.62,8.66,3.02,24.76,13.06,9,31.5,1.0,0,1,0
1498,1498,9,1,4,0.065,1,2016,7,0,2,1,2,25.23,16.35,0.61,7.37,11.29,9,31.5,1.0,0,2,0
1499,1499,12,3,2,0.047,1,2016,6,0,2,2,1,22.03,24.04,4.64,18.68,21.78,9,31.5,1.0,0,1,0
1500,1500,10,4,2,0.06,1,2016,4,0,2,2,2,26.08,40.7,4.66,19.2,21.57,33,115.5,0.0,0,1,1
1501,1501,12,2,2,0.06,1,2017,5,1,1,2,3,10.56,2.49,2.46,19.5,18.63,9,31.5,1.0,0,2,0
1502,1502,12,2,2,0.06,1,2017,5,1,1,2,3,10.56,2.49,2.46,19.5,18.63,9,31.5,1.0,0,2,0
1503,1503,13,1,4,0.052,1,2017,6,0,2,1,1,48.86,8.91,0.55,4.9,6.86,9,31.5,1.0,0,2,0
1504,1504,13,4,4,0.086,2,2017,7,0,2,1,2,29.94,15.33,0.56,10.76,13.39,9,31.5,1.0,0,2,0
1505,1505,13,2,4,0.093,2,2017,7,0,2,1,2,29.42,21.75,0.68,10.46,13.7,9,31.5,1.0,0,2,0
1506,1506,10,2,3,0.072,1,2017,6,0,2,2,1,22.07,28.17,3.83,22.69,16.83,19,66.5,1.0,0,1,0
1507,1507,17,1,2,0.095,2,2017,1,0,2,2,1,15.11,30.86,4.2,18.95,23.26,9,31.5,1.0,0,2,0
1508,1508,10,4,2,0.06,1,2016,6,0,2,2,1,20.14,22.73,4.74,18.34,22.05,21,73.5,1.0,0,1,0
1509,1509,10,4,3,0.06,1,2017,2,0,3,2,2,16.59,23.81,2.37,25.82,11.39,17,59.5,1.0,0,1,0
1510,1510,10,4,1,0.06,1,2017,6,0,3,1,1,15.57,27.995,-0.08,10.13,10.81,17,59.5,1.0,0,2,0
1511,1511,18,5,2,0.148,3,2017,3,0,2,2,1,19.46,32.18,5.0,19.52,21.13,9,31.5,1.0,0,2,0
1512,1512,10,2,2,0.072,1,2016,3,0,2,2,1,19.99,34.18,4.27,19.83,19.75,33,115.5,0.0,0,1,1
1513,1513,18,2,2,0.138,3,2017,1,0,2,2,1,17.96,32.3,4.54,19.14,24.27,9,31.5,1.0,0,2,0
1514,1514,7,1,2,0.078,2,2017,6,0,2,2,1,14.1,28.95,4.71,21.11,18.02,10,35.0,1.0,0,2,0
1515,1515,9,3,1,0.077,2,2017,1,0,2,1,1,19.64,29.382941176470588,-0.63,14.05,12.01,10,35.0,1.0,0,2,0
1516,1516,13,1,1,0.052,1,2017,1,0,2,1,1,20.66,29.815882352941177,-0.58,10.16,10.87,10,35.0,1.0,0,2,0
1517,1517,13,5,1,0.077,2,2017,1,0,2,1,1,19.64,30.24882352941177,-0.63,14.05,12.01,10,35.0,1.0,0,2,0
1518,1518,13,4,1,0.086,2,2017,1,0,2,1,1,21.35,30.68176470588235,-0.58,14.11,12.2,10,35.0,1.0,0,2,0
1519,1519,13,4,1,0.086,2,2017,1,0,2,1,1,21.35,31.11470588235294,-0.58,14.11,12.2,10,35.0,1.0,0,2,0
1520,1520,15,1,4,0.087,2,2016,4,0,2,1,2,38.92,31.54764705882353,0.7,8.13,11.62,10,35.0,1.0,0,2,0
1521,1521,1,3,1,0.106,2,2017,5,1,1,1,3,8.35,31.98058823529412,0.04,12.12,12.21,11,38.5,1.0,0,2,0
1522,1522,1,3,1,0.106,2,2017,1,0,2,1,1,22.0,32.413529411764706,-0.56,13.86,12.15,11,38.5,1.0,0,2,0
1523,1523,1,3,1,0.106,2,2017,1,0,2,1,1,22.0,32.84647058823529,-0.56,13.86,12.15,11,38.5,1.0,0,2,0
1524,1524,1,3,1,0.106,2,2017,1,0,2,1,1,22.0,33.279411764705884,-0.56,13.86,12.15,11,38.5,1.0,0,2,0
1525,1525,1,2,1,0.1,2,2016,2,0,2,1,2,14.57,33.71235294117647,0.22,13.76,12.17,11,38.5,1.0,0,2,0
1526,1526,2,3,1,0.097,2,2017,1,0,2,1,1,24.09,34.14529411764706,-0.87,14.03,12.27,11,38.5,1.0,0,2,0
1527,1527,2,1,1,0.083,2,2017,1,0,2,1,1,20.55,34.57823529411765,-0.63,14.24,12.27,11,38.5,1.0,0,2,0
1528,1528,3,3,4,0.103,2,2017,2,0,2,1,2,32.24,35.01117647058824,0.74,10.55,13.74,11,38.5,1.0,0,2,0
1529,1529,3,1,4,0.08,2,2017,1,0,3,1,1,29.88,35.444117647058825,0.43,9.1,11.74,11,38.5,1.0,0,2,0
1530,1530,3,1,4,0.08,2,2017,6,0,2,1,1,31.81,35.87705882352941,0.71,9.35,11.66,11,38.5,1.0,0,2,0
1531,1531,11,3,2,0.055,1,2017,3,0,2,2,1,23.87,36.31,4.32,19.24,21.51,33,115.5,0.0,0,1,1
1532,1532,3,1,4,0.08,2,2017,6,0,2,1,1,31.81,20.270000000000003,0.71,9.35,11.66,11,38.5,1.0,0,2,0
1533,1533,11,3,2,0.055,1,2017,5,1,1,2,3,10.58,4.23,2.29,19.25,18.63,33,115.5,0.0,0,1,1
1534,1534,3,1,4,0.08,2,2017,4,0,2,1,2,46.72,8.44375,0.69,7.3,11.32,11,38.5,1.0,0,2,0
1535,1535,3,1,4,0.08,2,2017,4,0,2,1,2,46.72,12.6575,0.69,7.3,11.32,11,38.5,1.0,0,2,0
1536,1536,3,3,4,0.103,2,2017,6,0,2,1,1,41.12,16.871249999999996,0.78,10.16,13.45,11,38.5,1.0,0,2,0
1537,1537,3,3,4,0.103,2,2016,4,0,2,1,2,39.26,21.085,0.7,8.31,11.56,11,38.5,1.0,0,2,0
1538,1538,3,3,1,0.103,2,2016,1,0,2,1,1,22.16,25.298749999999995,-0.64,13.88,12.13,11,38.5,1.0,0,2,0
1539,1539,3,1,4,0.08,2,2017,7,0,2,1,2,25.38,29.5125,0.64,9.25,11.86,11,38.5,1.0,0,2,0
1540,1540,3,5,4,0.095,2,2017,4,0,2,1,2,35.15,33.72624999999999,0.59,9.59,11.92,11,38.5,1.0,0,2,0
1541,1541,11,1,2,0.068,1,2016,6,0,2,2,1,19.1,37.94,4.81,25.32,15.2,17,59.5,1.0,0,1,0
1542,1542,3,3,1,0.103,2,2016,1,0,2,1,1,22.16,36.9104347826087,-0.64,13.88,12.13,11,38.5,1.0,0,2,0
1543,1543,3,2,4,0.082,2,2017,7,0,2,1,2,25.27,35.88086956521739,0.62,9.43,11.94,11,38.5,1.0,0,2,0
1544,1544,3,5,4,0.095,2,2016,1,0,3,1,1,23.45,34.85130434782609,0.32,10.23,13.9,11,38.5,1.0,0,2,0
1545,1545,3,4,4,0.087,2,2016,6,0,2,1,1,41.39,33.82173913043478,0.78,10.2,13.54,11,38.5,1.0,0,2,0
1546,1546,3,4,4,0.087,2,2016,7,0,2,1,2,28.46,32.79217391304348,0.65,10.38,13.66,11,38.5,1.0,0,2,0
1547,1547,3,2,4,0.082,2,2017,2,0,2,1,2,40.12,31.76260869565217,0.72,8.64,11.85,11,38.5,1.0,0,2,0
1548,1548,3,4,4,0.087,2,2016,2,0,2,1,2,36.65,30.733043478260868,0.71,10.43,13.72,11,38.5,1.0,0,2,0
1549,1549,3,2,4,0.082,2,2017,7,0,2,1,2,25.27,29.703478260869563,0.62,9.43,11.94,11,38.5,1.0,0,2,0
1550,1550,3,4,4,0.087,2,2017,1,0,3,1,1,22.46,28.673913043478255,0.38,10.27,14.03,11,38.5,1.0,0,2,0
1551,1551,3,2,1,0.082,2,2016,1,0,2,1,1,21.02,27.644347826086957,-0.63,14.18,12.41,11,38.5,1.0,0,2,0
1552,1552,3,4,4,0.087,2,2017,1,0,3,1,1,22.46,26.61478260869565,0.38,10.27,14.03,11,38.5,1.0,0,2,0
1553,1553,11,1,1,0.068,1,2017,5,1,1,1,3,5.14,25.585217391304347,-0.21,9.36,9.89,20,70.0,1.0,0,1,0
1554,1554,3,4,4,0.087,2,2017,2,0,2,1,2,36.65,24.55565217391304,0.71,10.43,13.72,11,38.5,1.0,0,2,0
1555,1555,3,2,4,0.082,2,2017,2,0,2,1,2,40.12,23.526086956521738,0.72,8.64,11.85,11,38.5,1.0,0,2,0
1556,1556,3,2,4,0.082,2,2017,4,0,2,1,2,41.69,22.496521739130436,0.67,7.08,11.28,11,38.5,1.0,0,2,0
1557,1557,3,4,1,0.087,2,2017,1,0,2,1,1,20.69,21.466956521739128,-0.57,14.06,12.3,11,38.5,1.0,0,2,0
1558,1558,3,2,4,0.082,2,2017,1,0,3,1,1,30.68,20.437391304347823,0.38,9.31,11.9,11,38.5,1.0,0,2,0
1559,1559,7,3,4,0.082,2,2017,3,0,2,1,1,20.45,19.40782608695652,0.3,10.69,13.27,11,38.5,1.0,0,2,0
1560,1560,7,5,4,0.075,1,2017,7,0,2,1,2,20.04,18.378260869565214,0.62,5.12,8.19,11,38.5,1.0,0,2,0
1561,1561,7,2,1,0.079,2,2016,1,0,2,1,1,22.78,17.34869565217391,-0.65,14.27,12.12,11,38.5,1.0,0,2,0
1562,1562,7,4,1,0.08,2,2017,1,0,2,1,1,22.23,16.319130434782608,-0.71,14.29,12.36,11,38.5,1.0,0,2,0
1563,1563,8,3,1,0.061,1,2017,5,1,1,1,3,8.25,15.289565217391305,-0.2,10.78,11.85,11,38.5,1.0,0,2,0
1564,1564,11,1,3,0.068,1,2017,1,0,2,2,1,21.9,14.26,2.54,25.22,11.25,33,115.5,0.0,0,1,1
1565,1565,8,1,1,0.061,1,2017,1,0,2,1,1,18.89,16.205714285714286,-0.69,13.64,12.17,11,38.5,1.0,0,2,0
1566,1566,8,4,1,0.063,1,2017,1,0,2,1,1,20.17,18.15142857142857,-0.7,14.0,11.94,11,38.5,1.0,0,2,0
1567,1567,9,3,4,0.077,2,2017,1,0,3,1,1,48.57,20.097142857142856,0.53,5.18,7.13,11,38.5,1.0,0,2,0
1568,1568,9,1,4,0.065,1,2017,7,0,2,1,2,25.23,22.042857142857144,0.61,7.37,11.29,11,38.5,1.0,0,2,0
1569,1569,9,1,4,0.065,1,2016,4,0,2,1,2,33.09,23.98857142857143,0.53,5.38,6.81,11,38.5,1.0,0,2,0
1570,1570,9,3,4,0.077,2,2017,2,0,2,1,2,32.39,25.934285714285718,0.73,7.75,11.34,11,38.5,1.0,0,2,0
1571,1571,9,1,4,0.065,1,2017,6,0,2,1,1,32.22,27.880000000000003,0.7,6.81,10.95,11,38.5,1.0,0,2,0
1572,1572,9,3,1,0.077,2,2017,1,0,2,1,1,19.64,29.825714285714287,-0.63,14.05,12.01,11,38.5,1.0,0,2,0
1573,1573,9,3,4,0.077,2,2016,6,0,2,1,1,47.55,31.77142857142857,0.61,5.31,7.89,11,38.5,1.0,0,2,0
1574,1574,9,3,4,0.077,2,2016,4,0,2,1,2,57.81,33.71714285714286,0.58,5.41,6.68,11,38.5,1.0,0,2,0
1575,1575,9,3,4,0.077,2,2017,1,0,3,1,1,48.57,35.66285714285714,0.53,5.18,7.13,11,38.5,1.0,0,2,0
1576,1576,9,3,4,0.077,2,2017,7,0,2,1,2,23.12,37.60857142857143,0.64,5.16,7.99,11,38.5,1.0,0,2,0
1577,1577,9,1,1,0.065,1,2017,1,0,2,1,1,20.26,39.55428571428572,-0.69,14.0,11.94,11,38.5,1.0,0,2,0
1578,1578,11,3,2,0.055,1,2016,7,0,3,2,2,26.13,41.5,4.6,19.01,22.53,17,59.5,1.0,0,1,0
1579,1579,9,2,4,0.074,1,2016,4,0,2,1,2,32.09,34.89,0.58,5.21,6.67,11,38.5,1.0,0,2,0
1580,1580,11,3,3,0.055,1,2016,4,0,2,2,2,15.04,28.28,3.78,20.24,18.82,21,73.5,1.0,0,1,0
1581,1581,9,5,4,0.071,1,2017,1,0,3,1,1,36.17,28.45,0.4,5.28,7.28,11,38.5,1.0,0,2,0
1582,1582,9,5,4,0.071,1,2016,7,0,2,1,2,19.46,28.62,0.67,6.65,10.97,11,38.5,1.0,0,2,0
1583,1583,11,1,3,0.068,1,2017,2,0,3,2,2,16.3,28.79,2.49,25.27,11.64,33,115.5,0.0,0,1,1
1584,1584,9,2,4,0.074,1,2016,7,0,2,1,2,27.64,29.1875,0.64,7.05,11.39,11,38.5,1.0,0,2,0
1585,1585,9,2,4,0.074,1,2017,1,0,3,1,1,34.77,29.585,0.46,5.11,7.11,11,38.5,1.0,0,2,0
1586,1586,9,4,4,0.073,1,2017,1,0,3,1,1,32.01,29.9825,0.42,5.3,7.15,11,38.5,1.0,0,2,0
1587,1587,9,4,4,0.073,1,2017,2,0,2,1,2,31.46,30.38,0.67,7.54,11.5,11,38.5,1.0,0,2,0
1588,1588,9,4,4,0.073,1,2017,2,0,2,1,2,31.46,30.7775,0.67,7.54,11.5,11,38.5,1.0,0,2,0
1589,1589,9,4,1,0.073,1,2017,1,0,2,1,1,22.62,31.175,-0.71,13.98,11.83,11,38.5,1.0,0,2,0
1590,1590,9,2,1,0.074,1,2017,1,0,2,1,1,18.47,31.5725,-0.63,13.61,11.92,11,38.5,1.0,0,2,0
1591,1591,11,3,2,0.055,1,2016,2,0,2,2,2,20.01,31.97,4.66,20.98,18.33,33,115.5,0.0,0,1,1
1592,1592,9,4,4,0.073,1,2017,2,0,2,1,2,31.46,32.11833333333333,0.67,7.54,11.5,11,38.5,1.0,0,2,0
1593,1593,9,2,4,0.074,1,2016,4,0,2,1,2,32.09,32.266666666666666,0.58,5.21,6.67,11,38.5,1.0,0,2,0
1594,1594,9,4,4,0.073,1,2017,1,0,3,1,1,32.01,32.415,0.42,5.3,7.15,11,38.5,1.0,0,2,0
1595,1595,9,4,4,0.073,1,2017,7,0,2,1,2,20.12,32.56333333333333,0.6,5.11,8.14,11,38.5,1.0,0,2,0
1596,1596,10,3,1,0.075,1,2017,1,0,2,1,1,21.42,32.711666666666666,-0.68,13.96,11.83,11,38.5,1.0,0,2,0
1597,1597,11,3,3,0.055,1,2017,6,0,2,2,1,30.61,32.86,3.91,27.28,15.18,33,115.5,0.0,0,1,1
1598,1598,11,3,3,0.055,1,2016,4,0,2,2,2,15.04,28.28,3.78,20.24,18.82,33,115.5,0.0,0,1,1
1599,1599,10,3,1,0.075,1,2017,1,0,2,1,1,21.42,28.698,-0.68,13.96,11.83,11,38.5,1.0,0,2,0
1600,1600,10,3,1,0.075,1,2017,1,0,2,1,1,21.42,29.116,-0.68,13.96,11.83,11,38.5,1.0,0,2,0
1601,1601,11,2,1,0.055,1,2017,2,0,2,1,2,13.31,29.534,0.01,10.11,10.79,11,38.5,1.0,0,2,0
1602,1602,11,2,1,0.055,1,2017,3,0,2,1,1,17.82,29.952,-0.13,9.36,9.45,11,38.5,1.0,0,2,0
1603,1603,11,1,3,0.068,1,2017,3,0,2,2,1,20.27,30.37,3.51,27.39,13.87,33,115.5,0.0,0,1,1
1604,1604,12,4,1,0.032,1,2017,6,0,3,1,1,19.41,32.4075,-0.24,9.61,10.03,11,38.5,1.0,0,2,0
1605,1605,13,1,4,0.052,1,2016,2,0,2,1,2,30.09,34.445,0.73,5.99,9.98,11,38.5,1.0,0,2,0
1606,1606,13,3,4,0.087,2,2017,2,0,2,1,2,36.65,36.4825,0.71,10.43,13.72,11,38.5,1.0,0,2,0
1607,1607,11,1,2,0.068,1,2016,4,0,2,2,2,21.72,38.52,4.52,22.0,17.55,33,115.5,0.0,0,1,1
1608,1608,13,1,4,0.052,1,2016,7,0,2,1,2,25.63,36.392,0.51,4.87,6.83,11,38.5,1.0,0,2,0
1609,1609,13,3,1,0.087,2,2017,5,1,1,1,3,8.7,34.264,0.05,12.43,12.39,11,38.5,1.0,0,1,0
1610,1610,13,1,4,0.052,1,2017,7,0,2,1,2,25.63,32.136,0.51,4.87,6.83,11,38.5,1.0,0,2,0
1611,1611,13,3,4,0.087,2,2016,4,0,2,1,2,38.92,30.008000000000003,0.7,8.13,11.62,11,38.5,1.0,0,2,0
1612,1612,13,3,4,0.087,2,2016,7,0,2,1,2,28.46,27.880000000000003,0.65,10.38,13.66,11,38.5,1.0,0,2,0
1613,1613,13,3,4,0.087,2,2016,6,0,2,1,1,41.39,25.752,0.78,10.2,13.54,11,38.5,1.0,0,2,0
1614,1614,13,2,4,0.093,2,2017,2,0,2,1,2,40.21,23.624,0.75,10.36,13.63,11,38.5,1.0,0,2,0
1615,1615,13,5,4,0.077,2,2016,4,0,2,1,2,57.81,21.496,0.58,5.41,6.68,11,38.5,1.0,0,2,0
1616,1616,13,4,4,0.086,2,2017,2,0,2,1,2,32.51,19.368,0.63,10.91,13.43,11,38.5,1.0,0,2,0
1617,1617,11,2,3,0.055,1,2017,2,0,3,2,2,12.68,17.24,2.36,25.86,11.26,33,115.5,0.0,0,1,1
1618,1618,13,4,4,0.086,2,2017,1,0,3,1,1,22.89,25.26,0.19,10.49,13.72,11,38.5,1.0,0,2,0
1619,1619,11,5,2,0.068,1,2017,2,0,2,2,2,19.0,33.28,4.85,25.21,15.67,20,70.0,1.0,0,1,0
1620,1620,13,2,4,0.093,2,2017,1,0,3,1,1,22.16,26.630000000000003,0.19,10.53,13.99,11,38.5,1.0,0,2,0
1621,1621,11,4,3,0.05,1,2017,1,0,2,2,1,15.11,19.98,2.42,23.34,12.3,33,115.5,0.0,0,2,1
1622,1622,11,2,3,0.055,1,2017,6,0,2,2,1,30.61,32.86,3.91,27.28,15.18,19,66.5,1.0,0,1,0
1623,1623,13,2,4,0.093,2,2017,1,0,3,1,1,22.16,27.65333333333333,0.19,10.53,13.99,11,38.5,1.0,0,2,0
1624,1624,13,2,4,0.093,2,2017,1,0,3,1,1,22.16,22.446666666666665,0.19,10.53,13.99,11,38.5,1.0,0,2,0
1625,1625,11,2,3,0.055,1,2017,2,0,3,2,2,12.68,17.24,2.36,25.86,11.26,33,115.5,0.0,0,1,1
1626,1626,13,4,4,0.086,2,2016,6,0,2,1,1,35.87,25.1,0.72,10.36,13.55,11,38.5,1.0,0,2,0
1627,1627,13,2,4,0.093,2,2017,2,0,2,1,2,40.21,32.96,0.75,10.36,13.63,11,38.5,1.0,0,2,0
1628,1628,11,4,3,0.05,1,2017,6,0,2,2,1,23.44,40.82,3.82,26.95,14.67,19,66.5,1.0,0,1,0
1629,1629,13,4,4,0.086,2,2017,1,0,3,1,1,22.89,40.01545454545455,0.19,10.49,13.72,11,38.5,1.0,0,2,0
1630,1630,14,1,1,0.06,1,2017,3,0,2,1,1,17.77,39.21090909090909,-0.2,10.8,11.03,11,38.5,1.0,0,2,0
1631,1631,14,2,1,0.074,1,2017,1,0,2,1,1,18.47,38.40636363636364,-0.63,13.61,11.92,11,38.5,1.0,0,2,0
1632,1632,14,2,1,0.074,1,2017,1,0,2,1,1,18.47,37.60181818181818,-0.63,13.61,11.92,11,38.5,1.0,0,2,0
1633,1633,15,2,1,0.11,2,2016,4,0,2,1,2,15.14,36.79727272727273,-0.04,13.23,12.2,11,38.5,1.0,0,2,0
1634,1634,16,3,1,0.133,3,2016,6,0,3,1,1,19.54,35.99272727272727,0.46,13.77,12.5,11,38.5,1.0,0,2,0
1635,1635,16,4,1,0.133,3,2017,1,0,2,1,1,21.71,35.18818181818182,-0.59,13.72,12.22,11,38.5,1.0,0,2,0
1636,1636,16,2,1,0.105,2,2017,1,0,2,1,1,22.32,34.38363636363636,-0.56,13.96,12.12,11,38.5,1.0,0,2,0
1637,1637,17,2,1,0.111,2,2017,5,1,1,1,3,8.61,33.57909090909091,0.1,12.12,12.1,11,38.5,1.0,0,2,0
1638,1638,17,4,1,0.118,2,2017,1,0,2,1,1,25.33,32.77454545454545,-0.75,12.88,12.14,11,38.5,1.0,0,2,0
1639,1639,11,2,2,0.055,1,2017,2,0,2,2,2,20.01,31.97,4.66,20.98,18.33,20,70.0,1.0,0,1,0
1640,1640,18,1,1,0.141,3,2017,2,0,2,1,2,14.28,40.935,0.34,13.93,12.44,11,38.5,1.0,0,2,0
1641,1641,18,1,3,0.141,3,2017,2,0,3,2,2,23.6,49.9,4.32,20.32,20.84,11,38.5,1.0,0,1,0
1642,1642,1,1,4,0.108,2,2017,1,0,3,1,1,23.31,27.385,0.2,10.42,13.92,12,42.0,1.0,0,2,0
1643,1643,11,4,2,0.05,1,2017,5,1,1,2,3,9.44,4.87,2.38,18.81,18.49,33,115.5,0.0,0,1,1
1644,1644,11,2,3,0.055,1,2016,7,0,2,2,2,16.38,27.94,3.78,20.27,18.87,18,63.0,1.0,0,1,0
1645,1645,1,3,4,0.106,2,2017,6,0,2,1,1,40.94,29.786,0.81,10.46,14.29,12,42.0,1.0,0,2,0
1646,1646,1,3,4,0.106,2,2016,4,0,2,1,2,37.24,31.632,0.6,9.8,12.17,12,42.0,1.0,0,2,0
1647,1647,1,5,4,0.098,2,2016,4,0,2,1,2,37.78,33.478,0.71,8.34,11.45,12,42.0,1.0,0,2,0
1648,1648,1,4,4,0.107,2,2017,1,0,3,1,1,26.28,35.324,0.19,10.56,13.97,12,42.0,1.0,0,2,0
1649,1649,11,4,2,0.05,1,2017,3,0,2,2,1,23.54,37.17,4.31,19.4,20.31,20,70.0,1.0,0,1,0
1650,1650,1,4,4,0.107,2,2017,6,0,2,1,1,44.63,30.37,0.82,10.1,13.63,12,42.0,1.0,0,2,0
1651,1651,11,4,2,0.05,1,2017,6,0,2,2,1,20.71,23.57,4.66,18.64,21.83,33,115.5,0.0,0,1,1
1652,1652,1,4,4,0.107,2,2017,4,0,2,1,2,38.61,20.526666666666667,0.67,9.22,11.93,12,42.0,1.0,0,2,0
1653,1653,1,2,4,0.1,2,2017,1,0,3,1,1,22.84,17.483333333333334,0.21,10.4,13.93,12,42.0,1.0,0,2,0
1654,1654,1,4,4,0.107,2,2016,6,0,2,1,1,44.63,14.44,0.82,10.1,13.63,12,42.0,1.0,0,2,0
1655,1655,1,4,4,0.107,2,2017,6,0,2,1,1,44.63,11.396666666666668,0.82,10.1,13.63,12,42.0,1.0,0,2,0
1656,1656,1,4,4,0.107,2,2016,4,0,2,1,2,38.61,8.353333333333333,0.67,9.22,11.93,12,42.0,1.0,0,2,0
1657,1657,11,2,3,0.055,1,2017,5,1,1,2,3,12.48,5.31,2.53,27.33,9.95,17,59.5,1.0,0,1,0
1658,1658,11,2,2,0.055,1,2016,4,0,2,2,2,29.62,34.36,4.59,19.2,21.61,19,66.5,1.0,0,1,0
1659,1659,1,4,4,0.107,2,2016,1,0,3,1,1,26.28,29.33833333333333,0.19,10.56,13.97,12,42.0,1.0,0,2,0
1660,1660,1,4,4,0.107,2,2017,6,0,2,1,1,44.63,24.316666666666663,0.82,10.1,13.63,12,42.0,1.0,0,2,0
1661,1661,2,1,4,0.083,2,2016,7,0,2,1,2,24.39,19.295,0.62,9.43,11.96,12,42.0,1.0,0,2,0
1662,1662,2,1,4,0.083,2,2016,4,0,2,1,2,37.18,14.273333333333332,0.63,7.87,11.46,12,42.0,1.0,0,2,0
