,Unnamed: 0,Plot,Subplot,Species,Light_ISF,Light_Cat,Core,Soil,Sterile,Conspecific,Myco,SoilMyco,AMF,EMF,Phenolics,Lignin,NSC,Census,Time,Event,Harvest,Season,Alive
0,0,1,3,1,0.106,2,2017,1,0,2,1,1,22.0,,-0.56,13.86,12.15,4,14.0,1.0,0,2,0
1,1,1,3,2,0.106,2,2017,2,0,2,2,2,15.82,31.07,5.19,20.52,19.29,33,115.5,0.0,0,1,1
2,2,1,3,3,0.106,2,2017,1,0,2,2,1,24.45,28.19,3.36,24.74,15.01,18,63.0,1.0,0,1,0
3,3,7,4,1,0.08,2,2016,1,0,2,1,1,22.23,26.1425,-0.71,14.29,12.36,4,14.0,1.0,0,2,0
4,4,14,1,1,0.06,1,2017,1,0,2,1,1,21.15,24.095,-0.58,10.85,11.2,4,14.0,1.0,0,2,0
5,5,1,3,4,0.106,2,2016,3,0,2,1,1,35.29,22.0475,0.3,10.8,13.79,7,24.5,1.0,0,2,0
6,6,1,1,2,0.108,2,2016,4,0,2,2,2,24.0,20.0,5.11,18.82,22.51,7,24.5,0.0,1,1,0
7,7,1,1,3,0.108,2,2017,5,1,1,2,3,4.0,0.0,3.43,25.22,14.81,7,24.5,0.0,1,1,0
8,8,1,1,3,0.108,2,2016,6,0,2,2,1,28.74,36.18,3.83,26.65,14.65,33,115.5,0.0,0,1,1
9,9,1,1,1,0.108,2,2016,4,0,2,1,2,14.16,32.185,-0.05,13.3,12.16,7,24.5,1.0,0,2,0
10,10,1,3,3,0.106,2,2017,1,0,2,2,1,24.45,28.19,3.36,24.74,15.01,33,115.5,0.0,0,1,1
11,11,1,3,2,0.106,2,2017,6,0,2,2,1,19.68,21.58,5.1,18.16,22.56,21,73.5,1.0,0,1,0
12,12,1,3,2,0.106,2,2016,7,0,3,2,2,11.14,32.75,5.05,21.93,17.75,21,73.5,1.0,0,1,0
13,13,1,1,2,0.108,2,2017,3,0,2,2,1,11.45,21.84,4.79,17.83,23.72,17,59.5,1.0,0,1,0
14,14,1,1,2,0.108,2,2016,5,1,1,2,3,24.0,9.09,3.68,19.77,19.81,7,24.5,0.0,1,1,0
15,15,1,1,2,0.108,2,2017,2,0,2,2,2,17.54,32.82,5.29,20.84,18.65,33,115.5,0.0,0,1,1
16,16,1,3,3,0.106,2,2017,5,1,1,2,3,3.0,0.0,3.5,20.44,18.99,7,24.5,0.0,1,1,0
17,17,1,3,3,0.106,2,2017,2,0,3,2,2,41.0,13.33,3.98,20.17,21.59,7,24.5,0.0,1,2,0
18,18,1,1,1,0.108,2,2016,4,0,2,1,2,10.0,15.952,-0.1,12.61,11.75,7,24.5,0.0,1,2,0
19,19,1,1,1,0.108,2,2017,6,0,3,1,1,22.98,18.574,0.44,13.69,12.31,7,24.5,1.0,0,2,0
20,20,1,1,1,0.108,2,2017,5,1,1,1,3,8.55,21.196,0.08,10.61,11.57,7,24.5,1.0,0,1,0
21,21,1,1,1,0.108,2,2016,7,0,2,1,2,12.86,23.818,0.04,13.95,12.5,7,24.5,1.0,0,2,0
22,22,1,1,3,0.108,2,2017,2,0,3,2,2,20.45,26.44,3.89,24.19,16.19,33,115.5,0.0,0,1,1
23,23,1,3,2,0.106,2,2017,3,0,2,2,1,9.0,26.92,4.77,17.0,25.17,7,24.5,0.0,1,1,0
24,24,1,1,2,0.108,2,2016,7,0,3,2,2,10.68,26.72,5.04,21.43,18.21,21,73.5,1.0,0,1,0
25,25,1,1,2,0.108,2,2016,6,0,2,2,1,18.04,25.57,5.09,18.75,23.07,21,73.5,1.0,0,1,0
26,26,1,1,2,0.108,2,2017,2,0,2,2,2,14.0,38.46,5.47,21.72,18.17,7,24.5,0.0,1,1,0
27,27,1,1,1,0.108,2,2016,4,0,2,1,2,14.16,27.34,-0.05,13.3,12.16,17,59.5,1.0,0,2,0
28,28,1,1,2,0.108,2,2016,2,0,2,2,2,5.0,16.22,3.77,25.48,12.91,7,24.5,0.0,1,1,0
29,29,1,4,3,0.107,2,2016,6,0,2,2,1,19.0,57.14,3.69,24.77,14.86,7,24.5,0.0,1,1,0
30,30,1,1,2,0.108,2,2016,4,0,2,2,2,20.19,26.04,5.07,18.97,22.48,33,115.5,0.0,0,1,1
31,31,1,3,3,0.106,2,2017,7,0,2,2,2,19.32,21.6,3.81,20.97,18.09,33,115.5,0.0,0,1,1
32,32,1,3,2,0.106,2,2017,3,0,2,2,1,12.15,21.66,4.7,17.55,24.42,33,115.5,0.0,0,1,1
33,33,1,3,2,0.106,2,2017,3,0,2,2,1,12.15,21.66,4.7,17.55,24.42,33,115.5,0.0,0,1,1
34,34,1,1,2,0.108,2,2017,4,0,2,2,2,18.0,0.0,3.56,25.81,10.7,7,24.5,0.0,1,1,0
35,35,1,1,1,0.108,2,2017,3,0,2,1,1,16.6,2.223333333333333,-0.05,13.1,12.05,7,24.5,1.0,0,2,0
36,36,1,1,1,0.108,2,2016,5,1,1,1,3,8.55,4.446666666666666,0.08,10.61,11.57,19,66.5,1.0,0,1,0
37,37,1,1,2,0.108,2,2017,4,0,2,2,2,10.0,6.67,4.88,18.33,22.76,7,24.5,0.0,1,2,0
38,38,1,3,3,0.106,2,2017,6,0,2,2,1,24.0,57.14,3.71,26.64,14.23,7,24.5,0.0,1,1,0
39,39,1,1,1,0.108,2,2016,3,0,2,1,1,16.6,40.760000000000005,-0.05,13.1,12.05,7,24.5,1.0,0,2,0
40,40,1,1,4,0.108,2,2016,4,0,2,1,2,37.91,24.380000000000003,0.77,7.82,11.52,7,24.5,1.0,0,2,0
41,41,1,3,3,0.106,2,2016,2,0,3,2,2,25.0,8.0,4.13,25.28,15.87,7,24.5,0.0,1,1,0
42,42,1,3,2,0.106,2,2017,1,0,2,2,1,14.77,27.2,4.16,18.81,24.33,33,115.5,0.0,0,1,1
43,43,1,2,2,0.1,2,2017,1,0,2,2,1,9.0,24.39,3.91,21.62,17.61,7,24.5,0.0,1,1,0
44,44,1,5,2,0.098,2,2017,5,1,1,2,3,2.0,10.81,3.72,18.39,23.94,7,24.5,0.0,1,1,0
45,45,1,2,2,0.1,2,2016,7,0,3,2,2,9.0,31.03,5.21,23.12,17.33,7,24.5,0.0,1,2,0
46,46,1,4,1,0.107,2,2016,4,0,2,1,2,14.55,34.02,-0.04,13.55,12.15,7,24.5,1.0,0,2,0
47,47,1,2,1,0.1,2,2016,4,0,2,1,2,14.8,37.01,-0.09,13.74,12.22,7,24.5,1.0,0,2,0
48,48,1,2,2,0.1,2,2017,6,0,2,2,1,11.0,40.0,5.24,20.56,19.48,7,24.5,0.0,1,1,0
49,49,1,3,2,0.106,2,2017,2,0,2,2,2,15.82,31.07,5.19,20.52,19.29,20,70.0,1.0,0,1,0
50,50,1,4,3,0.107,2,2016,7,0,2,2,2,37.0,2.0,3.6,19.67,19.93,7,24.5,0.0,1,1,0
51,51,1,1,3,0.108,2,2017,7,0,2,2,2,23.71,25.98,3.8,23.21,16.91,18,63.0,1.0,0,1,0
52,52,1,2,3,0.1,2,2017,3,0,2,2,1,41.0,12.86,3.21,25.22,13.47,7,24.5,0.0,1,1,0
53,53,1,4,2,0.107,2,2017,6,0,2,2,1,18.0,0.0,5.32,21.53,17.89,7,24.5,0.0,1,1,0
54,54,1,1,3,0.108,2,2017,5,1,1,2,3,9.71,6.71,3.55,24.69,15.17,33,115.5,0.0,0,1,1
55,55,1,2,3,0.1,2,2016,6,0,2,2,1,14.0,2.94,3.74,21.23,17.66,7,24.5,0.0,1,1,0
56,56,1,4,3,0.107,2,2016,4,0,2,2,2,4.0,1.0,3.48,19.52,19.42,7,24.5,0.0,1,1,0
57,57,1,4,2,0.107,2,2017,7,0,3,2,2,5.0,0.0,4.63,25.57,14.27,7,24.5,0.0,1,1,0
58,58,1,2,4,0.1,2,2017,6,0,2,1,1,39.43,2.44,0.72,10.15,13.36,7,24.5,1.0,0,2,0
59,59,1,2,4,0.1,2,2017,3,0,2,1,1,19.17,4.88,0.34,9.62,12.04,7,24.5,1.0,0,2,0
60,60,1,4,2,0.107,2,2017,7,0,3,2,2,7.0,7.32,5.29,23.0,16.99,7,24.5,0.0,1,1,0
61,61,1,2,2,0.1,2,2016,1,0,2,2,1,7.0,34.21,4.06,22.12,17.81,7,24.5,0.0,1,1,0
62,62,1,2,3,0.1,2,2017,7,0,2,2,2,33.0,11.0,3.65,22.8,16.52,7,24.5,0.0,1,1,0
63,63,1,4,3,0.107,2,2017,4,0,2,2,2,10.0,53.33,3.11,28.17,13.23,7,24.5,0.0,1,1,0
64,64,1,2,3,0.1,2,2017,7,0,2,2,2,26.0,47.06,3.68,26.52,14.34,7,24.5,0.0,1,1,0
65,65,1,4,2,0.107,2,2017,1,0,2,2,1,4.0,28.57,3.99,22.14,17.94,7,24.5,0.0,1,1,0
66,66,1,2,3,0.1,2,2017,5,1,1,2,3,4.0,0.0,3.39,24.93,14.81,7,24.5,0.0,1,1,0
67,67,1,2,3,0.1,2,2016,4,0,2,2,2,9.0,15.0,2.79,26.79,10.15,7,24.5,0.0,1,1,0
68,68,1,4,4,0.107,2,2017,7,0,2,1,2,30.83,30.225,0.67,10.36,13.68,7,24.5,1.0,0,2,0
69,69,2,1,2,0.083,2,2016,2,0,2,2,2,9.0,45.45,4.97,20.8,18.72,7,24.5,0.0,1,1,0
70,70,1,3,2,0.106,2,2017,5,1,1,2,3,10.3,7.09,3.47,19.59,19.48,33,115.5,0.0,0,2,1
71,71,2,1,1,0.083,2,2016,6,0,3,1,1,19.63,14.82,0.33,13.73,12.2,7,24.5,1.0,0,2,0
72,72,2,3,4,0.097,2,2017,5,1,1,1,3,9.0,22.55,0.07,7.91,11.99,7,24.5,0.0,1,2,0
73,73,1,1,3,0.108,2,2017,4,0,2,2,2,17.7,30.28,3.7,19.54,19.67,33,115.5,0.0,0,1,1
74,74,2,3,3,0.097,2,2017,2,0,3,2,2,70.0,68.0,3.51,27.77,14.41,7,24.5,0.0,1,1,0
75,75,2,1,4,0.083,2,2017,7,0,2,1,2,24.39,36.63,0.62,9.43,11.96,7,24.5,1.0,0,2,0
76,76,2,1,2,0.083,2,2016,5,1,1,2,3,14.0,5.26,3.45,23.58,15.62,7,24.5,0.0,1,1,0
77,77,2,3,4,0.097,2,2017,5,1,1,1,3,8.3,5.775,0.06,7.76,11.84,7,24.5,1.0,0,2,0
78,78,1,3,3,0.106,2,2017,5,1,1,2,3,9.66,6.29,3.57,24.36,15.72,17,59.5,1.0,0,1,0
79,79,2,1,1,0.083,2,2017,6,0,3,1,1,25.0,9.684444444444445,0.2,12.86,11.72,7,24.5,0.0,1,2,0
80,80,2,3,1,0.097,2,2016,4,0,2,1,2,15.31,13.07888888888889,-0.06,13.74,12.22,7,24.5,1.0,0,2,0
81,81,2,1,4,0.083,2,2017,7,0,2,1,2,24.39,16.473333333333333,0.62,9.43,11.96,7,24.5,1.0,0,2,0
82,82,2,3,4,0.097,2,2017,2,0,2,1,2,33.29,19.86777777777778,0.57,10.94,13.76,7,24.5,1.0,0,2,0
83,83,2,1,1,0.083,2,2016,3,0,2,1,1,13.0,23.262222222222224,-0.26,10.53,10.83,7,24.5,0.0,1,2,0
84,84,2,1,4,0.083,2,2016,6,0,2,1,1,14.0,26.656666666666663,0.58,2.23,8.68,7,24.5,0.0,1,2,0
85,85,2,1,1,0.083,2,2016,4,0,2,1,2,13.0,30.051111111111112,-0.34,15.22,12.47,7,24.5,0.0,1,2,0
86,86,2,1,1,0.083,2,2016,2,0,2,1,2,12.0,33.44555555555556,0.02,15.52,12.09,7,24.5,0.0,1,2,0
87,87,2,3,2,0.097,2,2017,6,0,2,2,1,26.0,36.84,4.97,19.2,21.66,7,24.5,0.0,1,1,0
88,88,1,5,2,0.098,2,2017,7,0,3,2,2,13.63,35.71,5.01,21.98,17.53,33,115.5,0.0,0,1,1
89,89,2,2,2,0.082,2,2017,5,1,1,2,3,0.0,1.37,2.8,17.67,18.51,7,24.5,0.0,1,1,0
90,90,2,4,1,0.1,2,2017,7,0,2,1,2,13.21,0.685,-0.04,13.89,12.52,7,24.5,1.0,0,2,0
91,91,2,4,2,0.1,2,2017,1,0,2,2,1,23.0,0.0,4.15,19.05,23.24,7,24.5,0.0,1,1,0
92,92,2,4,1,0.1,2,2017,2,0,2,1,2,14.57,20.815,0.22,13.76,12.17,7,24.5,1.0,0,2,0
93,93,1,2,2,0.1,2,2017,2,0,2,2,2,11.18,41.63,5.24,21.72,17.86,33,115.5,0.0,0,1,1
94,94,2,2,2,0.082,2,2016,6,0,2,2,1,17.0,12.0,4.8,23.26,16.43,7,24.5,0.0,1,1,0
95,95,1,4,3,0.107,2,2017,3,0,2,2,1,20.34,28.16,3.54,26.47,14.47,33,115.5,0.0,0,1,1
96,96,2,2,1,0.082,2,2017,7,0,2,1,2,13.0,16.03,-0.09,13.88,12.32,7,24.5,0.0,1,2,0
97,97,2,2,3,0.082,2,2017,5,1,1,2,3,0.0,3.9,3.07,24.59,13.11,7,24.5,0.0,1,1,0
98,98,2,2,2,0.082,2,2017,3,0,2,2,1,42.35,35.71,4.39,19.42,19.28,7,24.5,0.0,1,1,0
99,99,2,4,2,0.1,2,2017,7,0,3,2,2,9.0,75.0,4.97,23.56,16.63,7,24.5,0.0,1,1,0
100,100,3,3,3,0.103,2,2017,6,0,2,2,1,30.44,39.07,3.8,26.44,14.81,7,24.5,1.0,0,1,0
101,101,3,1,2,0.08,2,2017,5,1,1,2,3,0.0,0.0,3.07,20.78,17.11,7,24.5,0.0,1,1,0
102,102,1,4,2,0.107,2,2017,5,1,1,2,3,11.59,11.88,3.73,21.08,17.84,27,94.5,1.0,0,1,0
103,103,3,1,2,0.08,2,2016,2,0,2,2,2,1.0,0.0,5.27,24.67,15.59,7,24.5,0.0,1,1,0
104,104,1,2,2,0.1,2,2016,6,0,2,2,1,23.5,29.23,5.01,18.78,22.58,33,115.5,0.0,0,2,1
105,105,3,1,2,0.08,2,2016,4,0,2,2,2,17.0,13.89,4.91,19.63,20.24,7,24.5,0.0,1,1,0
106,106,3,3,1,0.103,2,2016,6,0,3,1,1,21.88,12.885000000000002,0.3,10.18,10.38,7,24.5,0.0,1,2,0
107,107,1,4,2,0.107,2,2017,5,1,1,2,3,11.59,11.88,3.73,21.08,17.84,33,115.5,0.0,0,1,1
108,108,1,4,3,0.107,2,2017,1,0,2,2,1,23.34,27.55,3.42,23.82,15.66,18,63.0,1.0,0,1,0
109,109,1,2,3,0.1,2,2017,2,0,3,2,2,20.4,43.74,3.66,26.29,14.71,33,115.5,0.0,0,1,1
110,110,3,1,2,0.08,2,2016,1,0,2,2,1,15.0,5.41,3.91,18.41,21.14,7,24.5,0.0,1,1,0
111,111,1,2,3,0.1,2,2017,1,0,2,2,1,25.8,27.74,3.38,24.3,15.31,18,63.0,1.0,0,1,0
112,112,3,1,2,0.08,2,2016,5,1,1,2,3,0.0,0.0,3.07,19.85,18.05,7,24.5,0.0,1,1,0
113,113,3,3,1,0.103,2,2016,4,0,2,1,2,14.82,7.406666666666666,-0.1,13.59,12.2,7,24.5,1.0,0,2,0
114,114,3,3,1,0.103,2,2017,1,0,2,1,1,22.16,14.813333333333333,-0.64,13.88,12.13,7,24.5,1.0,0,2,0
115,115,3,3,3,0.103,2,2017,7,0,2,2,2,36.0,22.22,3.79,25.0,15.42,7,24.5,0.0,1,1,0
116,116,3,1,3,0.08,2,2017,3,0,2,2,1,37.0,14.29,3.43,26.81,14.09,7,24.5,0.0,1,1,0
117,117,3,3,2,0.103,2,2017,6,0,2,2,1,11.0,39.47,5.36,24.01,16.74,7,24.5,0.0,1,1,0
118,118,3,3,4,0.103,2,2016,5,1,1,1,3,9.0,19.735,0.03,7.75,11.76,7,24.5,0.0,1,2,0
119,119,3,1,3,0.08,2,2016,5,1,1,2,3,0.0,0.0,3.38,22.52,16.39,7,24.5,0.0,1,1,0
120,120,3,1,3,0.08,2,2016,3,0,2,2,1,50.0,15.0,3.44,27.07,14.3,7,24.5,0.0,1,1,0
121,121,1,2,3,0.1,2,2017,1,0,2,2,1,25.8,27.74,3.38,24.3,15.31,18,63.0,1.0,0,1,0
122,122,3,3,2,0.103,2,2017,7,0,3,2,2,15.0,36.17,4.93,25.25,15.55,7,24.5,0.0,1,1,0
123,123,3,1,3,0.08,2,2017,3,0,2,2,1,12.0,26.42,3.07,26.99,13.0,7,24.5,0.0,1,1,0
124,124,3,1,2,0.08,2,2017,6,0,2,2,1,52.0,12.24,4.8,17.68,22.0,7,24.5,0.0,1,1,0
125,125,1,4,3,0.107,2,2017,6,0,2,2,1,27.66,37.81,3.8,26.54,14.73,33,115.5,0.0,0,1,1
126,126,3,1,4,0.08,2,2016,6,0,2,1,1,31.81,34.45333333333333,0.71,9.35,11.66,7,24.5,1.0,0,2,0
127,127,3,1,1,0.08,2,2016,5,1,1,1,3,16.0,31.096666666666668,-0.03,12.14,12.38,7,24.5,0.0,1,2,0
128,128,1,2,3,0.1,2,2017,1,0,2,2,1,25.8,27.74,3.38,24.3,15.31,18,63.0,1.0,0,1,0
129,129,3,1,1,0.08,2,2017,5,1,1,1,3,2.0,18.5,0.11,12.46,13.41,7,24.5,0.0,1,2,0
130,130,3,1,3,0.08,2,2016,6,0,2,2,1,34.0,9.26,2.77,26.63,10.86,7,24.5,0.0,1,1,0
131,131,3,1,1,0.08,2,2016,2,0,2,1,2,14.69,15.696666666666667,0.09,13.72,12.11,7,24.5,1.0,0,2,0
132,132,3,1,1,0.08,2,2017,5,1,1,1,3,2.0,22.133333333333333,-0.03,10.32,12.06,7,24.5,0.0,1,1,0
133,133,3,3,2,0.103,2,2017,4,0,2,2,2,33.0,28.57,4.82,25.1,15.28,7,24.5,0.0,1,1,0
134,134,3,3,2,0.103,2,2017,3,0,2,2,1,10.0,5.88,4.61,25.57,15.17,7,24.5,0.0,1,1,0
135,135,3,1,4,0.08,2,2017,3,0,2,1,1,32.34,17.645,0.37,8.48,11.26,7,24.5,1.0,0,2,0
136,136,1,2,2,0.1,2,2017,1,0,2,2,1,15.35,29.41,4.15,18.88,23.37,33,115.5,0.0,0,1,1
137,137,1,2,3,0.1,2,2016,2,0,3,2,2,20.4,43.74,3.66,26.29,14.71,33,115.5,0.0,0,1,1
138,138,3,5,1,0.095,2,2016,7,0,2,1,2,26.58,33.126666666666665,0.04,15.8,12.61,7,24.5,0.0,1,2,0
139,139,3,2,1,0.082,2,2017,5,1,1,1,3,1.0,22.51333333333333,0.36,12.5,13.9,7,24.5,0.0,1,1,0
140,140,3,2,3,0.082,2,2017,1,0,2,2,1,14.0,11.9,2.53,25.88,10.96,7,24.5,0.0,1,1,0
141,141,3,5,2,0.095,2,2017,6,0,2,2,1,15.0,66.67,4.77,26.11,14.49,7,24.5,0.0,1,1,0
142,142,3,5,1,0.095,2,2016,5,1,1,1,3,4.0,33.335,0.09,11.91,12.4,7,24.5,0.0,1,1,0
143,143,3,4,2,0.087,2,2016,7,0,3,2,2,20.0,0.0,5.16,23.41,16.57,7,24.5,0.0,1,1,0
144,144,1,4,1,0.107,2,2017,5,1,1,1,3,7.86,1.35,0.06,12.75,12.25,19,66.5,1.0,0,1,0
145,145,3,5,2,0.095,2,2017,7,0,3,2,2,8.0,2.7,3.4,24.4,11.83,7,24.5,0.0,1,1,0
146,146,3,4,2,0.087,2,2017,6,0,2,2,1,14.0,29.17,5.04,21.35,18.15,7,24.5,0.0,1,1,0
147,147,3,2,4,0.082,2,2017,5,1,1,1,3,6.98,14.585,0.29,7.23,11.54,7,24.5,0.0,1,2,0
148,148,3,2,3,0.082,2,2017,5,1,1,2,3,1.0,0.0,3.38,22.83,16.41,7,24.5,0.0,1,1,0
149,149,1,4,3,0.107,2,2017,3,0,2,2,1,20.34,28.16,3.54,26.47,14.47,21,73.5,1.0,0,1,0
150,150,1,4,3,0.107,2,2016,4,0,2,2,2,14.3,29.68,3.69,19.45,19.79,18,63.0,1.0,0,1,0
151,151,1,2,3,0.1,2,2017,3,0,2,2,1,20.11,24.98,3.52,26.8,14.56,33,115.5,0.0,0,1,1
152,152,3,4,3,0.087,2,2016,2,0,3,2,2,15.64,32.29,3.63,25.82,14.81,7,24.5,1.0,0,1,0
153,153,1,2,2,0.1,2,2017,3,0,2,2,1,12.86,22.31,4.67,17.64,23.98,33,115.5,0.0,0,1,1
154,154,3,2,4,0.082,2,2017,1,0,3,1,1,30.68,15.235,0.38,9.31,11.9,7,24.5,1.0,0,2,0
155,155,3,4,3,0.087,2,2017,7,0,2,2,2,25.0,8.16,3.83,20.9,18.1,7,24.5,0.0,1,1,0
156,156,1,4,2,0.107,2,2017,5,1,1,2,3,11.59,11.88,3.73,21.08,17.84,33,115.5,0.0,0,1,1
157,157,1,5,2,0.098,2,2016,6,0,2,2,1,22.03,30.14,5.01,18.79,22.71,33,115.5,0.0,0,1,1
158,158,2,1,1,0.083,2,2017,4,0,2,1,2,14.7,33.12,-0.22,13.7,12.02,18,63.0,1.0,0,2,0
159,159,2,1,4,0.083,2,2017,5,1,1,1,3,10.01,36.1,0.08,7.38,11.59,17,59.5,1.0,0,2,0
160,160,2,1,2,0.083,2,2016,2,0,2,2,2,22.69,39.08,5.07,20.06,20.32,20,70.0,1.0,0,1,0
161,161,3,4,3,0.087,2,2017,2,0,3,2,2,14.0,7.0,3.42,24.75,14.66,7,24.5,0.0,1,1,0
162,162,3,2,1,0.082,2,2017,2,0,2,1,2,14.34,22.945,0.04,13.87,12.07,7,24.5,1.0,0,2,0
163,163,3,4,2,0.087,2,2017,2,0,2,2,2,20.0,38.89,5.34,20.57,19.41,7,24.5,0.0,1,1,0
164,164,3,4,3,0.087,2,2017,1,0,2,2,1,18.0,26.67,2.59,27.62,11.09,7,24.5,0.0,1,1,0
165,165,2,3,1,0.097,2,2016,5,1,1,1,3,6.92,26.96,0.08,12.49,12.31,19,66.5,1.0,0,1,0
166,166,3,4,4,0.087,2,2017,5,1,1,1,3,21.0,27.25,0.27,10.36,16.74,7,24.5,0.0,1,2,0
167,167,3,2,1,0.082,2,2016,1,0,2,1,1,15.0,27.54,-0.4,13.33,13.68,7,24.5,0.0,1,2,0
168,168,3,4,3,0.087,2,2017,1,0,2,2,1,22.29,27.83,3.35,24.9,14.95,7,24.5,1.0,0,1,0
169,169,2,1,3,0.083,2,2017,5,1,1,2,3,4.89,3.78,3.39,24.95,14.51,17,59.5,1.0,0,1,0
170,170,3,4,2,0.087,2,2017,5,1,1,2,3,2.0,0.0,3.21,19.19,19.05,7,24.5,0.0,1,1,0
171,171,3,2,2,0.082,2,2016,1,0,2,2,1,16.0,10.0,3.82,18.49,20.93,7,24.5,0.0,1,2,0
172,172,3,4,1,0.087,2,2016,4,0,2,1,2,14.72,5.0,-0.08,13.88,12.21,7,24.5,1.0,0,2,0
173,173,3,2,3,0.082,2,2017,2,0,3,2,2,22.0,0.0,2.65,26.05,11.46,7,24.5,0.0,1,1,0
174,174,3,4,2,0.087,2,2016,2,0,2,2,2,12.0,28.57,5.34,20.74,19.02,7,24.5,0.0,1,1,0
175,175,3,2,1,0.082,2,2017,3,0,2,1,1,19.14,36.4275,-0.09,13.75,12.02,7,24.5,1.0,0,2,0
176,176,3,4,1,0.087,2,2016,6,0,3,1,1,16.0,44.285,0.61,13.34,12.58,7,24.5,0.0,1,2,0
177,177,4,1,4,0.078,2,2017,5,1,1,1,3,2.0,52.1425,0.17,9.97,14.83,7,24.5,0.0,1,2,0
178,178,4,1,3,0.078,2,2017,1,0,2,2,1,31.0,60.0,2.46,27.08,9.94,7,24.5,0.0,1,1,0
179,179,2,3,2,0.097,2,2017,1,0,2,2,1,15.71,38.68,4.24,19.0,23.37,33,115.5,0.0,0,1,1
180,180,2,3,2,0.097,2,2016,4,0,2,2,2,27.93,32.53,4.97,19.41,20.57,33,115.5,0.0,0,1,1
181,181,4,3,1,0.079,2,2017,7,0,2,1,2,14.89,19.725,-0.03,14.04,12.55,7,24.5,1.0,0,2,0
182,182,2,3,3,0.097,2,2017,5,1,1,2,3,8.78,6.92,3.5,24.34,15.47,21,73.5,1.0,0,1,0
183,183,2,3,3,0.097,2,2017,3,0,2,2,1,22.17,25.79,3.55,26.7,14.45,33,115.5,0.0,0,1,1
184,184,2,1,1,0.083,2,2017,7,0,2,1,2,14.7,22.915,-0.03,13.97,12.54,17,59.5,1.0,0,2,0
185,185,4,3,1,0.079,2,2017,5,1,1,1,3,12.0,20.04,-0.05,11.92,11.73,7,24.5,0.0,1,1,0
186,186,2,1,4,0.083,2,2016,3,0,2,1,1,29.89,17.165,0.37,9.21,11.48,18,63.0,1.0,0,2,0
187,187,4,3,2,0.079,2,2017,6,0,2,2,1,0.0,14.29,4.97,25.04,15.64,7,24.5,0.0,1,1,0
188,188,4,3,2,0.079,2,2016,7,0,3,2,2,26.0,60.0,4.92,23.34,16.81,7,24.5,0.0,1,1,0
189,189,2,3,3,0.097,2,2016,2,0,3,2,2,21.42,42.66,3.67,26.32,14.7,33,115.5,0.0,0,1,1
190,190,2,1,2,0.083,2,2016,2,0,2,2,2,22.69,39.08,5.07,20.06,20.32,33,115.5,0.0,0,1,1
191,191,2,1,2,0.083,2,2016,7,0,3,2,2,11.48,37.96,5.02,23.06,16.79,23,80.5,1.0,0,1,0
192,192,2,3,3,0.097,2,2017,4,0,2,2,2,18.91,30.64,3.76,20.89,17.96,33,115.5,0.0,0,1,1
193,193,2,3,3,0.097,2,2017,6,0,2,2,1,28.86,42.33,3.82,26.8,14.74,19,66.5,1.0,0,1,0
194,194,2,1,2,0.083,2,2016,4,0,2,2,2,18.38,21.88,4.88,18.46,22.01,33,115.5,0.0,0,1,1
195,195,2,1,4,0.083,2,2017,3,0,2,1,1,29.89,14.586666666666666,0.37,9.21,11.48,17,59.5,1.0,0,2,0
196,196,4,1,4,0.078,2,2017,3,0,2,1,1,31.87,7.293333333333333,0.35,7.92,11.1,7,24.5,1.0,0,2,0
197,197,4,3,2,0.079,2,2016,6,0,2,2,1,18.0,0.0,3.5,24.44,12.56,7,24.5,0.0,1,1,0
198,198,4,3,1,0.079,2,2016,5,1,1,1,3,7.0,10.843333333333334,-0.18,13.3,12.34,7,24.5,0.0,1,1,0
199,199,2,1,4,0.083,2,2016,3,0,2,1,1,29.89,21.686666666666667,0.37,9.21,11.48,17,59.5,1.0,0,2,0
200,200,2,3,2,0.097,2,2016,4,0,2,2,2,27.93,32.53,4.97,19.41,20.57,33,115.5,0.0,0,1,1
201,201,4,1,4,0.078,2,2016,1,0,3,1,1,34.76,22.1,0.46,8.54,11.6,7,24.5,1.0,0,2,0
202,202,4,1,1,0.078,2,2017,4,0,2,1,2,15.86,11.669999999999998,-0.2,13.81,11.98,7,24.5,1.0,0,2,0
203,203,2,1,2,0.083,2,2017,5,1,1,2,3,1.11,1.24,2.98,18.78,19.02,33,115.5,0.0,0,1,1
204,204,4,3,2,0.079,2,2016,3,0,2,2,1,5.0,10.53,4.44,13.63,22.3,7,24.5,0.0,1,1,0
205,205,2,3,2,0.097,2,2017,2,0,2,2,2,15.66,36.41,5.23,21.28,18.19,20,70.0,1.0,0,1,0
206,206,4,3,1,0.079,2,2017,5,1,1,1,3,5.0,34.986666666666665,-0.1,9.4,9.46,7,24.5,0.0,1,1,0
207,207,4,1,1,0.078,2,2016,6,0,3,1,1,20.04,33.56333333333333,0.26,14.45,11.93,7,24.5,1.0,0,2,0
208,208,4,3,4,0.079,2,2016,3,0,2,1,1,35.48,32.14,0.4,7.81,11.26,7,24.5,1.0,0,2,0
209,209,4,3,1,0.079,2,2017,4,0,2,1,2,15.54,30.716666666666665,-0.19,13.75,11.94,7,24.5,1.0,0,2,0
210,210,4,3,4,0.079,2,2017,7,0,2,1,2,25.54,29.293333333333333,0.66,9.22,11.87,7,24.5,1.0,0,2,0
